transaction_id,invoice_id,buyer_id,seller_id,crop,crop_category,quantity_kg,price_per_kg,invoice_amount,procurement_date,delivery_date,payment_due_date,actual_payment_date,payment_status,amount_paid,outstanding_amount,days_past_due,order_status,quantity_ordered,quantity_delivered,quality_accepted,quality_dispute,transaction_dispute,cancelled,partial_payment,digital_passport_verified,dispatch_verified,receiving_verified,invoice_verified,payment_verified,buyer_location,seller_location,transport_distance_km,expected_shelf_life_days,crop_perishability_score,market_price_at_procurement,expected_sale_price,actual_sale_price,downstream_sale_date,created_at,updated_at,next_cycle_30dpd
TXN_0004411,INV_0004411,BUYER_0138,SELLER_01274,Potato,vegetable,100.78,59.02,5948.25,2023-03-04,2023-03-05,2023-03-11,2023-03-13,PAID,5948.25,0,2,COMPLETED,100.78,95.95,True,False,False,False,False,True,False,True,True,True,REGION_6,REGION_11,123.3,50,0.4,59.69,64.92,63.35,2023-03-08,2023-03-04,2023-03-13,0
TXN_0001009,INV_0001009,BUYER_0024,SELLER_01135,Rice,grain,227.92,16.2,3693.17,2023-03-04,2023-03-04,2023-03-11,2023-03-27,PAID,3693.17,0,16,COMPLETED,227.92,210.85,True,False,False,False,False,False,True,False,True,True,REGION_0,REGION_6,91.3,150,0.2,17.01,17.82,16.82,2023-03-07,2023-03-04,2023-03-27,0
TXN_0000193,INV_0000193,BUYER_0082,SELLER_00895,Banana,fruit,72.68,56.85,4131.98,2023-03-05,2023-03-06,2023-03-12,2023-05-10,PAID,4131.98,0,59,COMPLETED,72.68,66.76,True,False,False,False,False,True,True,True,True,True,REGION_10,REGION_0,126.1,10,0.75,57.66,62.54,68.11,2023-03-11,2023-03-05,2023-05-10,1
TXN_0002346,INV_0002346,BUYER_0136,SELLER_01430,Chilli,spice,1157.08,29.36,33966.28,2023-03-05,2023-03-06,2023-03-12,2023-04-29,PAID,33966.28,0,48,COMPLETED,1157.08,1126.13,True,False,False,False,False,False,False,True,True,False,REGION_4,REGION_4,131.9,90,0.35,28.48,32.29,33.92,2023-03-09,2023-03-05,2023-04-29,1
TXN_0001257,INV_0001257,BUYER_0054,SELLER_00868,Onion,vegetable,175.55,15.03,2638.12,2023-03-05,2023-03-05,2023-03-12,2023-04-01,PAID,2638.12,0,20,COMPLETED,175.55,160.07,True,False,False,False,False,True,False,True,True,True,REGION_6,REGION_6,135.3,45,0.45,14.61,16.53,16.01,2023-03-09,2023-03-05,2023-04-01,0
TXN_0004847,INV_0004847,BUYER_0122,SELLER_01159,Rice,grain,360.07,53.75,19352.45,2023-03-05,2023-03-05,2023-03-12,2023-03-19,PAID,19352.45,0,7,COMPLETED,360.07,350.34,True,False,False,False,False,True,True,True,True,True,REGION_2,REGION_9,6.5,150,0.2,52.46,59.12,59.5,2023-03-08,2023-03-05,2023-03-19,0
TXN_0000140,INV_0000140,BUYER_0018,SELLER_00091,Banana,fruit,313.21,34.78,10894.65,2023-03-05,2023-03-05,2023-03-12,2023-05-12,PAID,10894.65,0,61,COMPLETED,313.21,302.94,True,False,False,False,False,True,True,True,True,True,REGION_6,REGION_11,30.1,10,0.75,35.87,38.26,35.8,2023-03-11,2023-03-05,2023-05-12,1
TXN_0000518,INV_0000518,BUYER_0029,SELLER_01436,Potato,vegetable,81.11,67.5,5475.48,2023-03-05,2023-03-05,2023-03-12,2023-04-14,PAID,5475.48,0,33,COMPLETED,81.11,74.15,True,False,False,False,False,True,False,False,True,True,REGION_5,REGION_10,210.8,50,0.4,68.58,74.25,84.69,2023-03-08,2023-03-05,2023-04-14,1
TXN_0002398,INV_0002398,BUYER_0371,SELLER_00865,Rice,grain,408.99,66.81,27326.31,2023-03-05,2023-03-05,2023-03-12,2023-03-17,PAID,27326.31,0,5,COMPLETED,408.99,407.47,True,False,False,False,False,True,True,True,True,True,REGION_11,REGION_8,90.6,150,0.2,66.64,73.49,71.83,2023-03-08,2023-03-05,2023-03-17,0
TXN_0003947,INV_0003947,BUYER_0211,SELLER_01347,Chilli,spice,586.99,54.55,32020.28,2023-03-06,2023-03-07,2023-03-13,2023-04-29,PAID,32020.28,0,47,COMPLETED,586.99,554.27,True,False,False,False,False,True,True,False,True,True,REGION_7,REGION_9,53.2,90,0.35,55.79,60.0,59.17,2023-03-13,2023-03-06,2023-04-29,1
TXN_0001723,INV_0001723,BUYER_0018,SELLER_00572,Chilli,spice,1235.11,42.34,52294.92,2023-03-06,2023-03-08,2023-03-13,2023-03-29,PAID,52294.92,0,16,COMPLETED,1235.11,1225.13,True,False,False,False,False,True,True,False,False,True,REGION_6,REGION_10,120.3,90,0.35,43.31,46.57,47.42,2023-03-13,2023-03-06,2023-03-29,0
TXN_0004630,INV_0004630,BUYER_0007,SELLER_00378,Rice,grain,282.58,74.26,20983.01,2023-03-06,2023-03-07,2023-03-13,2023-04-01,PAID,20983.01,0,19,COMPLETED,282.58,256.94,True,False,False,False,False,True,True,True,True,True,REGION_7,REGION_1,270.9,150,0.2,73.15,81.68,91.35,2023-03-09,2023-03-06,2023-04-01,0
TXN_0003559,INV_0003559,BUYER_0278,SELLER_00655,Potato,vegetable,296.32,58.51,17336.91,2023-03-07,2023-03-08,2023-03-14,2023-03-31,PAID,17336.91,0,17,COMPLETED,296.32,278.53,True,False,False,False,False,True,True,False,True,True,REGION_2,REGION_1,80.9,50,0.4,57.56,64.36,64.75,2023-03-11,2023-03-07,2023-03-31,0
TXN_0003702,INV_0003702,BUYER_0097,SELLER_00548,Chilli,spice,145.81,81.72,11915.88,2023-03-07,2023-03-07,2023-03-14,2023-03-18,PAID,11915.88,0,4,COMPLETED,145.81,141.6,True,False,False,False,False,True,True,True,True,True,REGION_1,REGION_11,29.2,90,0.35,80.66,89.89,106.64,2023-03-10,2023-03-07,2023-03-18,0
TXN_0002369,INV_0002369,BUYER_0313,SELLER_00226,Tomato,vegetable,473.07,67.84,32094.68,2023-03-07,2023-03-07,2023-03-14,2023-04-26,PAID,32094.68,0,43,COMPLETED,473.07,466.68,True,False,False,False,False,True,True,True,False,True,REGION_1,REGION_0,33.4,8,0.9,66.51,74.63,72.16,2023-03-14,2023-03-07,2023-04-26,1
TXN_0003033,INV_0003033,BUYER_0021,SELLER_00202,Chilli,spice,1062.73,79.78,84782.3,2023-03-07,2023-03-09,2023-03-14,2023-03-25,PAID,84782.3,0,11,COMPLETED,1062.73,969.85,True,False,False,False,False,True,True,True,True,True,REGION_9,REGION_10,201.3,90,0.35,80.15,87.76,85.83,2023-03-10,2023-03-07,2023-03-25,0
TXN_0002441,INV_0002441,BUYER_0142,SELLER_00666,Wheat,grain,866.93,81.57,70717.64,2023-03-07,2023-03-07,2023-03-14,2023-03-17,PAID,70717.64,0,3,COMPLETED,866.93,832.11,True,False,False,False,False,False,True,True,True,False,REGION_10,REGION_8,21.3,180,0.15,82.91,89.73,93.67,2023-03-10,2023-03-07,2023-03-17,0
TXN_0002837,INV_0002837,BUYER_0089,SELLER_01415,Rice,grain,251.88,36.76,9259.34,2023-03-07,2023-03-08,2023-03-14,2023-03-22,PAID,9259.34,0,8,COMPLETED,251.88,235.78,True,False,False,False,False,True,True,True,False,False,REGION_5,REGION_3,296.7,150,0.2,36.51,40.44,39.22,2023-03-12,2023-03-07,2023-03-22,0
TXN_0000175,INV_0000175,BUYER_0094,SELLER_01419,Potato,vegetable,788.03,32.27,25431.33,2023-03-07,2023-03-09,2023-03-14,2023-03-24,PAID,25431.33,0,10,COMPLETED,788.03,736.31,True,False,False,False,False,True,True,True,True,True,REGION_10,REGION_2,33.7,50,0.4,32.18,35.5,37.23,2023-03-14,2023-03-07,2023-03-24,0
TXN_0000926,INV_0000926,BUYER_0288,SELLER_01126,Banana,fruit,670.71,56.4,37828.58,2023-03-07,2023-03-08,2023-03-14,2023-03-25,PAID,37828.58,0,11,COMPLETED,670.71,658.85,True,False,False,False,False,True,True,False,False,True,REGION_0,REGION_7,183.7,10,0.75,55.63,62.04,63.01,2023-03-09,2023-03-07,2023-03-25,0
TXN_0002697,INV_0002697,BUYER_0034,SELLER_01006,Mango,fruit,815.57,52.56,42866.18,2023-03-07,2023-03-08,2023-03-14,2023-03-19,PAID,42866.18,0,5,COMPLETED,815.57,774.23,True,False,False,False,False,True,False,True,True,True,REGION_10,REGION_2,14.0,12,0.8,51.65,57.82,53.48,2023-03-14,2023-03-07,2023-03-19,0
TXN_0003784,INV_0003784,BUYER_0354,SELLER_00861,Chilli,spice,480.72,55.1,26486.83,2023-03-08,2023-03-10,2023-03-15,2023-03-24,PAID,26486.83,0,9,COMPLETED,480.72,449.75,True,False,False,False,False,False,True,True,True,True,REGION_6,REGION_9,86.9,90,0.35,56.71,60.61,63.1,2023-03-11,2023-03-08,2023-03-24,0
TXN_0001423,INV_0001423,BUYER_0092,SELLER_01488,Onion,vegetable,546.15,45.6,24903.12,2023-03-08,2023-03-09,2023-03-15,2023-03-15,PAID,24903.12,0,0,COMPLETED,546.15,545.46,True,False,False,False,False,True,True,True,True,False,REGION_8,REGION_8,16.0,45,0.45,50.87,50.16,54.58,2023-03-10,2023-03-08,2023-03-15,0
TXN_0002486,INV_0002486,BUYER_0322,SELLER_01367,Rice,grain,202.75,37.86,7675.55,2023-03-08,2023-03-10,2023-03-15,2023-03-23,PAID,7675.55,0,8,COMPLETED,202.75,184.57,True,False,False,False,False,True,True,True,True,True,REGION_10,REGION_8,89.7,150,0.2,36.4,41.64,44.64,2023-03-15,2023-03-08,2023-03-23,0
TXN_0005170,INV_0005170,BUYER_0158,SELLER_00776,Onion,vegetable,249.11,13.86,3451.78,2023-03-08,2023-03-09,2023-03-15,2023-04-06,PAID,3451.78,0,22,COMPLETED,249.11,238.19,True,False,False,False,False,True,True,True,True,False,REGION_2,REGION_1,281.8,45,0.45,13.34,15.24,18.58,2023-03-14,2023-03-08,2023-04-06,0
TXN_0000466,INV_0000466,BUYER_0243,SELLER_01140,Onion,vegetable,134.3,28.39,3812.78,2023-03-08,2023-03-08,2023-03-15,2023-03-30,PAID,3812.78,0,15,COMPLETED,134.3,127.49,True,False,False,False,False,True,True,True,True,True,REGION_3,REGION_7,90.6,45,0.45,29.0,31.23,30.26,2023-03-13,2023-03-08,2023-03-30,0
TXN_0001976,INV_0001976,BUYER_0083,SELLER_00839,Onion,vegetable,65.96,20.13,1327.5,2023-03-08,2023-03-10,2023-03-15,2023-03-21,PAID,1327.5,0,6,COMPLETED,65.96,65.74,True,False,False,False,False,True,True,True,True,True,REGION_11,REGION_1,114.0,45,0.45,20.34,22.14,23.21,2023-03-10,2023-03-08,2023-03-21,0
TXN_0002728,INV_0002728,BUYER_0389,SELLER_00500,Rice,grain,612.85,25.58,15678.92,2023-03-08,2023-03-10,2023-03-15,2023-04-14,PAID,15678.92,0,30,COMPLETED,612.85,562.05,True,False,False,False,False,True,True,True,True,True,REGION_5,REGION_2,88.8,150,0.2,25.08,28.14,28.62,2023-03-15,2023-03-08,2023-04-14,1
TXN_0002690,INV_0002690,BUYER_0044,SELLER_00300,Potato,vegetable,442.19,25.55,11297.5,2023-03-08,2023-03-08,2023-03-15,2023-04-05,PAID,11297.5,0,21,COMPLETED,442.19,423.73,False,True,False,False,False,True,False,True,True,True,REGION_8,REGION_0,41.8,50,0.4,25.2,28.1,29.88,2023-03-15,2023-03-08,2023-04-05,0
TXN_0005699,INV_0005699,BUYER_0301,SELLER_00610,Banana,fruit,791.51,62.69,49617.83,2023-03-08,2023-03-09,2023-03-15,2023-03-21,PAID,49617.83,0,6,COMPLETED,791.51,778.12,True,False,False,False,False,True,True,True,True,True,REGION_1,REGION_8,67.4,10,0.75,59.5,68.96,65.48,2023-03-13,2023-03-08,2023-03-21,0
TXN_0001637,INV_0001637,BUYER_0355,SELLER_01151,Banana,fruit,92.56,31.49,2914.76,2023-03-09,2023-03-09,2023-03-16,2023-03-16,CANCELLED,0.0,0,0,CANCELLED,92.56,0.0,True,False,False,True,False,True,True,False,True,False,REGION_7,REGION_0,92.7,10,0.75,30.58,34.64,35.7,2023-03-11,2023-03-09,2023-03-16,0
TXN_0001866,INV_0001866,BUYER_0320,SELLER_00002,Banana,fruit,631.58,46.61,29434.86,2023-03-09,2023-03-09,2023-03-16,2023-03-28,PAID,29434.86,0,12,COMPLETED,631.58,607.4,True,False,False,False,False,False,True,False,True,False,REGION_8,REGION_7,14.7,10,0.75,47.61,51.27,56.12,2023-03-15,2023-03-09,2023-03-28,0
TXN_0003146,INV_0003146,BUYER_0321,SELLER_01446,Wheat,grain,264.52,15.65,4140.18,2023-03-09,2023-03-11,2023-03-16,2023-03-26,PAID,4140.18,0,10,COMPLETED,264.52,251.73,True,False,False,False,False,True,True,True,True,True,REGION_9,REGION_0,106.9,180,0.15,16.09,17.22,16.86,2023-03-11,2023-03-09,2023-03-26,0
TXN_0001448,INV_0001448,BUYER_0035,SELLER_00074,Banana,fruit,553.06,21.28,11771.08,2023-03-09,2023-03-10,2023-03-16,2023-03-16,PAID,11771.08,0,0,COMPLETED,553.06,516.38,True,False,False,False,False,True,True,True,True,True,REGION_11,REGION_4,272.4,10,0.75,22.25,23.41,23.33,2023-03-11,2023-03-09,2023-03-16,0
TXN_0005731,INV_0005731,BUYER_0247,SELLER_00211,Potato,vegetable,398.08,63.96,25462.24,2023-03-09,2023-03-10,2023-03-16,2023-03-22,PAID,25462.24,0,6,COMPLETED,398.08,390.5,True,False,False,False,False,True,True,True,True,True,REGION_7,REGION_1,6.0,50,0.4,60.84,70.36,64.42,2023-03-11,2023-03-09,2023-03-22,0
TXN_0004752,INV_0004752,BUYER_0196,SELLER_00383,Rice,grain,511.83,48.26,24700.22,2023-03-09,2023-03-11,2023-03-16,2023-04-26,PAID,24700.22,0,41,COMPLETED,511.83,466.7,True,False,False,False,False,False,True,True,True,False,REGION_4,REGION_5,200.5,150,0.2,47.62,53.08,57.38,2023-03-16,2023-03-09,2023-04-26,1
TXN_0005265,INV_0005265,BUYER_0387,SELLER_01307,Chilli,spice,146.81,46.31,6798.6,2023-03-09,2023-03-11,2023-03-16,2023-03-27,PAID,6798.6,0,11,COMPLETED,146.81,135.05,True,False,False,False,False,True,True,True,True,True,REGION_3,REGION_3,71.4,90,0.35,46.26,50.94,56.54,2023-03-13,2023-03-09,2023-03-27,0
TXN_0000296,INV_0000296,BUYER_0038,SELLER_00673,Rice,grain,760.21,73.19,55637.04,2023-03-09,2023-03-09,2023-03-16,2023-03-20,PAID,55637.04,0,4,COMPLETED,760.21,747.53,True,False,False,False,False,True,True,True,False,False,REGION_2,REGION_4,40.9,150,0.2,78.29,80.5,87.81,2023-03-12,2023-03-09,2023-03-20,0
TXN_0000282,INV_0000282,BUYER_0033,SELLER_01068,Wheat,grain,164.52,13.05,2147.59,2023-03-09,2023-03-10,2023-03-16,2023-03-28,PAID,2147.59,0,12,COMPLETED,164.52,156.88,True,False,False,False,False,True,True,True,True,False,REGION_9,REGION_0,38.5,180,0.15,12.31,14.36,14.83,2023-03-16,2023-03-09,2023-03-28,0
TXN_0005238,INV_0005238,BUYER_0033,SELLER_00535,Onion,vegetable,207.92,28.92,6011.98,2023-03-10,2023-03-11,2023-03-17,2023-04-08,PAID,6011.98,0,22,COMPLETED,207.92,194.66,True,False,False,False,False,False,True,True,True,False,REGION_9,REGION_9,42.1,45,0.45,28.16,31.81,33.11,2023-03-17,2023-03-10,2023-04-08,0
TXN_0001585,INV_0001585,BUYER_0223,SELLER_00946,Mango,fruit,918.11,41.52,38121.27,2023-03-10,2023-03-12,2023-03-17,2023-04-25,PAID,38121.27,0,39,COMPLETED,918.11,889.85,True,False,False,False,False,True,True,True,True,True,REGION_7,REGION_11,17.2,12,0.8,39.75,45.67,47.73,2023-03-17,2023-03-10,2023-04-25,1
TXN_0002604,INV_0002604,BUYER_0242,SELLER_00927,Rice,grain,1672.55,55.81,93345.32,2023-03-10,2023-03-10,2023-03-17,2023-03-24,PAID,93345.32,0,7,COMPLETED,1672.55,1561.09,True,False,False,False,False,True,True,True,True,True,REGION_2,REGION_11,167.7,150,0.2,56.95,61.39,56.44,2023-03-16,2023-03-10,2023-03-24,0
TXN_0005529,INV_0005529,BUYER_0249,SELLER_01470,Mango,fruit,312.59,35.26,11022.63,2023-03-10,2023-03-12,2023-03-17,2023-04-02,PAID,11022.63,0,16,COMPLETED,312.59,282.24,True,False,False,False,False,False,True,False,True,True,REGION_9,REGION_5,24.5,12,0.8,36.64,38.79,42.22,2023-03-12,2023-03-10,2023-04-02,0
TXN_0001602,INV_0001602,BUYER_0048,SELLER_00217,Banana,fruit,117.12,45.55,5335.29,2023-03-10,2023-03-10,2023-03-17,2023-04-04,PAID,5335.29,0,18,COMPLETED,117.12,110.41,True,False,False,False,False,True,True,True,True,False,REGION_0,REGION_2,92.1,10,0.75,46.41,50.11,54.65,2023-03-14,2023-03-10,2023-04-04,0
TXN_0003477,INV_0003477,BUYER_0386,SELLER_00517,Mango,fruit,470.67,27.5,12941.88,2023-03-10,2023-03-10,2023-03-17,2023-05-11,PAID,12941.88,0,55,COMPLETED,470.67,424.22,True,False,False,False,False,True,True,True,True,True,REGION_2,REGION_5,209.6,12,0.8,27.29,30.25,32.58,2023-03-14,2023-03-10,2023-05-11,1
TXN_0005053,INV_0005053,BUYER_0344,SELLER_00133,Rice,grain,1093.63,76.47,83629.97,2023-03-10,2023-03-11,2023-03-17,2023-05-04,PAID,83629.97,0,48,COMPLETED,1093.63,1009.55,True,False,False,False,False,True,True,True,True,False,REGION_8,REGION_6,119.0,150,0.2,79.42,84.12,87.91,2023-03-14,2023-03-10,2023-05-04,1
TXN_0001096,INV_0001096,BUYER_0032,SELLER_00095,Banana,fruit,732.71,60.87,44597.89,2023-03-11,2023-03-12,2023-03-18,2023-04-02,PAID,44597.89,0,15,COMPLETED,732.71,708.66,False,True,False,False,False,True,True,True,True,True,REGION_8,REGION_0,28.1,10,0.75,65.11,66.95,74.25,2023-03-18,2023-03-11,2023-04-02,0
TXN_0005329,INV_0005329,BUYER_0078,SELLER_00820,Tomato,vegetable,331.88,78.1,25920.97,2023-03-11,2023-03-11,2023-03-18,2023-04-01,PAID,25920.97,0,14,COMPLETED,331.88,308.24,True,False,False,False,False,True,False,True,True,True,REGION_6,REGION_2,59.7,8,0.9,75.41,85.91,88.4,2023-03-18,2023-03-11,2023-04-01,0
TXN_0005706,INV_0005706,BUYER_0332,SELLER_01062,Tomato,vegetable,101.35,45.85,4646.48,2023-03-11,2023-03-12,2023-03-18,2023-04-15,PAID,4646.48,0,28,COMPLETED,101.35,95.98,True,False,False,False,False,True,True,True,True,True,REGION_8,REGION_1,143.3,8,0.9,44.6,50.43,45.51,2023-03-17,2023-03-11,2023-04-15,0
TXN_0003396,INV_0003396,BUYER_0360,SELLER_00422,Potato,vegetable,824.74,20.56,16957.66,2023-03-11,2023-03-12,2023-03-18,2023-03-23,PAID,16957.66,0,5,COMPLETED,824.74,794.84,True,False,False,False,False,False,True,True,True,True,REGION_0,REGION_8,95.0,50,0.4,20.85,22.62,27.28,2023-03-14,2023-03-11,2023-03-23,0
TXN_0003970,INV_0003970,BUYER_0155,SELLER_01563,Chilli,spice,485.14,43.14,20930.3,2023-03-11,2023-03-13,2023-03-18,2023-04-06,PAID,20930.3,0,19,COMPLETED,485.14,441.59,True,False,False,False,False,True,True,True,True,True,REGION_11,REGION_9,55.4,90,0.35,39.94,47.46,54.68,2023-03-17,2023-03-11,2023-04-06,0
TXN_0003365,INV_0003365,BUYER_0056,SELLER_00257,Onion,vegetable,103.71,13.75,1426.43,2023-03-12,2023-03-13,2023-03-19,2023-04-01,PAID,1426.43,0,13,COMPLETED,103.71,95.27,True,False,False,False,False,True,True,True,True,True,REGION_8,REGION_8,133.4,45,0.45,14.17,15.13,15.97,2023-03-19,2023-03-12,2023-04-01,0
TXN_0003211,INV_0003211,BUYER_0043,SELLER_00205,Rice,grain,377.47,33.32,12576.86,2023-03-12,2023-03-12,2023-03-19,2023-03-31,PAID,12576.86,0,12,COMPLETED,377.47,345.48,True,False,False,False,False,False,True,True,True,True,REGION_7,REGION_0,100.6,150,0.2,34.01,36.65,36.28,2023-03-16,2023-03-12,2023-03-31,0
TXN_0005978,INV_0005978,BUYER_0326,SELLER_00656,Rice,grain,441.49,57.47,25370.33,2023-03-12,2023-03-14,2023-03-19,2023-04-08,PAID,25370.33,0,20,COMPLETED,441.49,416.97,True,False,False,False,False,True,True,True,True,False,REGION_2,REGION_11,12.9,150,0.2,55.99,63.21,59.52,2023-03-17,2023-03-12,2023-04-08,0
TXN_0001590,INV_0001590,BUYER_0048,SELLER_00392,Banana,fruit,601.28,47.39,28492.01,2023-03-12,2023-03-12,2023-03-19,2023-05-17,PAID,28492.01,0,59,COMPLETED,601.28,557.69,True,False,False,False,False,True,True,True,True,True,REGION_0,REGION_11,59.2,10,0.75,47.07,52.12,52.33,2023-03-18,2023-03-12,2023-05-17,1
TXN_0000637,INV_0000637,BUYER_0243,SELLER_00192,Banana,fruit,378.39,46.69,17666.14,2023-03-12,2023-03-12,2023-03-19,2023-03-27,PAID,17666.14,0,8,COMPLETED,378.39,355.93,True,False,False,False,False,True,True,True,True,False,REGION_3,REGION_9,32.3,10,0.75,49.48,51.36,54.43,2023-03-19,2023-03-12,2023-03-27,0
TXN_0001766,INV_0001766,BUYER_0111,SELLER_01167,Onion,vegetable,1181.46,69.94,82634.1,2023-03-12,2023-03-14,2023-03-19,2023-03-31,CANCELLED,0.0,0,12,CANCELLED,1181.46,0.0,True,False,False,True,False,True,False,True,True,True,REGION_3,REGION_8,20.2,45,0.45,69.76,76.94,82.44,2023-03-18,2023-03-12,2023-03-31,0
TXN_0001883,INV_0001883,BUYER_0380,SELLER_01125,Banana,fruit,327.41,65.07,21304.2,2023-03-12,2023-03-13,2023-03-19,2023-04-04,PAID,21304.2,0,16,COMPLETED,327.41,312.11,True,False,False,False,False,True,True,True,False,False,REGION_8,REGION_2,46.4,10,0.75,64.67,71.58,69.85,2023-03-16,2023-03-12,2023-04-04,0
TXN_0004595,INV_0004595,BUYER_0382,SELLER_00186,Mango,fruit,332.17,26.68,8861.67,2023-03-13,2023-03-13,2023-03-20,2023-05-09,PAID,8861.67,0,50,COMPLETED,332.17,319.36,True,False,False,False,False,True,True,True,False,True,REGION_10,REGION_1,256.9,12,0.8,26.27,29.35,31.93,2023-03-19,2023-03-13,2023-05-09,1
TXN_0002649,INV_0002649,BUYER_0266,SELLER_00271,Chilli,spice,509.2,19.38,9866.82,2023-03-13,2023-03-13,2023-03-20,2023-03-30,PAID,9866.82,0,10,COMPLETED,509.2,481.0,True,False,False,False,False,True,True,True,True,True,REGION_2,REGION_2,68.8,90,0.35,19.61,21.31,21.6,2023-03-15,2023-03-13,2023-03-30,0
TXN_0005977,INV_0005977,BUYER_0329,SELLER_00337,Banana,fruit,261.23,78.83,20593.25,2023-03-13,2023-03-15,2023-03-20,2023-03-20,PAID,20593.25,0,0,COMPLETED,261.23,249.05,True,False,False,False,False,False,True,True,True,True,REGION_5,REGION_10,38.3,10,0.75,84.27,86.72,103.79,2023-03-20,2023-03-13,2023-03-20,0
TXN_0002064,INV_0002064,BUYER_0104,SELLER_00461,Banana,fruit,87.82,55.34,4860.56,2023-03-13,2023-03-15,2023-03-20,2023-03-28,PAID,4860.56,0,8,COMPLETED,87.82,84.05,False,True,False,False,False,True,True,True,False,True,REGION_8,REGION_6,180.2,10,0.75,56.4,60.88,64.76,2023-03-19,2023-03-13,2023-03-28,0
TXN_0002012,INV_0002012,BUYER_0029,SELLER_00483,Mango,fruit,959.18,80.56,77276.58,2023-03-13,2023-03-13,2023-03-20,2023-04-15,PAID,77276.58,0,26,COMPLETED,959.18,900.51,True,False,False,False,False,True,True,False,True,True,REGION_5,REGION_4,43.0,12,0.8,82.04,88.62,93.62,2023-03-20,2023-03-13,2023-04-15,0
TXN_0005511,INV_0005511,BUYER_0119,SELLER_01184,Onion,vegetable,162.99,12.07,1967.22,2023-03-13,2023-03-14,2023-03-20,2023-04-04,PAID,1967.22,0,15,COMPLETED,162.99,156.12,True,False,False,False,False,True,True,False,True,False,REGION_11,REGION_11,47.9,45,0.45,12.56,13.28,13.39,2023-03-17,2023-03-13,2023-04-04,0
TXN_0004653,INV_0004653,BUYER_0360,SELLER_00190,Tomato,vegetable,392.04,75.38,29551.41,2023-03-13,2023-03-13,2023-03-20,2023-03-28,PAID,29551.41,0,8,COMPLETED,392.04,364.73,True,False,False,False,False,True,True,True,True,True,REGION_0,REGION_0,182.2,8,0.9,73.18,82.92,90.4,2023-03-18,2023-03-13,2023-03-28,0
TXN_0002830,INV_0002830,BUYER_0349,SELLER_00210,Banana,fruit,595.58,38.52,22939.18,2023-03-13,2023-03-14,2023-03-20,2023-03-20,PAID,22939.18,0,0,COMPLETED,595.58,571.23,True,False,False,False,False,True,True,True,True,True,REGION_1,REGION_4,59.1,10,0.75,39.78,42.37,46.38,2023-03-17,2023-03-13,2023-03-20,0
TXN_0004248,INV_0004248,BUYER_0033,SELLER_00997,Onion,vegetable,681.39,65.15,44389.39,2023-03-14,2023-03-16,2023-03-21,2023-04-09,PAID,44389.39,0,19,COMPLETED,681.39,627.27,True,False,False,False,False,False,True,True,True,True,REGION_9,REGION_11,52.3,45,0.45,66.76,71.66,67.81,2023-03-17,2023-03-14,2023-04-09,0
TXN_0000098,INV_0000098,BUYER_0298,SELLER_00420,Potato,vegetable,50.0,27.25,1362.7,2023-03-14,2023-03-16,2023-03-21,2023-04-09,PAID,1362.7,0,19,COMPLETED,50.0,47.84,False,True,True,False,False,True,False,True,True,True,REGION_10,REGION_4,104.1,50,0.4,28.57,29.98,32.05,2023-03-21,2023-03-14,2023-04-09,0
TXN_0003413,INV_0003413,BUYER_0041,SELLER_00418,Mango,fruit,268.23,69.94,18761.23,2023-03-14,2023-03-14,2023-03-21,2023-05-28,PAID,18761.23,0,68,COMPLETED,268.23,251.69,True,False,False,False,False,True,True,True,True,True,REGION_5,REGION_10,113.6,12,0.8,67.87,76.94,83.35,2023-03-20,2023-03-14,2023-05-28,1
TXN_0003120,INV_0003120,BUYER_0058,SELLER_00998,Potato,vegetable,332.09,17.41,5783.16,2023-03-14,2023-03-15,2023-03-21,2023-03-26,PAID,5783.16,0,5,COMPLETED,332.09,308.38,True,False,False,False,False,True,True,True,True,True,REGION_10,REGION_8,64.1,50,0.4,17.13,19.16,17.01,2023-03-20,2023-03-14,2023-03-26,0
TXN_0004832,INV_0004832,BUYER_0162,SELLER_01254,Chilli,spice,312.32,27.2,8493.54,2023-03-14,2023-03-16,2023-03-21,2023-03-28,PAID,8493.54,0,7,COMPLETED,312.32,291.93,True,False,False,False,False,False,True,True,True,True,REGION_6,REGION_7,40.1,90,0.35,25.39,29.91,28.25,2023-03-20,2023-03-14,2023-03-28,0
TXN_0002264,INV_0002264,BUYER_0280,SELLER_00039,Onion,vegetable,575.68,41.79,24057.55,2023-03-15,2023-03-17,2023-03-22,2023-03-22,PAID,24057.55,0,0,COMPLETED,575.68,557.68,True,False,False,False,False,True,True,True,True,True,REGION_4,REGION_9,73.6,45,0.45,40.15,45.97,40.43,2023-03-22,2023-03-15,2023-03-22,0
TXN_0001911,INV_0001911,BUYER_0179,SELLER_00678,Banana,fruit,1265.55,46.5,58851.59,2023-03-15,2023-03-16,2023-03-22,2023-04-16,PAID,58851.59,0,25,COMPLETED,1265.55,1152.71,True,False,False,False,False,True,True,False,True,True,REGION_11,REGION_9,20.6,10,0.75,44.83,51.15,55.81,2023-03-17,2023-03-15,2023-04-16,0
